Utility Name,Fire Start Date,Fire Start Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Fire Size,Suppressed by,Suppressing Agency,Utility Facility Identification,Other Companies,Voltage (Volts),Equipment Involved With,Equipment Type,Was There an Outage,Outage Date,Outage Time,Suspected Initiating Event,Equipment /Facility Failure,Contact From Object,Facility Contacted,Contributing Factor,Notes (Optional):
SCE,9/26/2018,16:05,33.998808,-117.0632081,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside County Fire,"1071 7th St, X ST is Ave L, Calimesa",,12 kV,Conductor,Overhead,Yes,9/26/2018,16:05,Wire-Wire Contact,,,,Unknown,
SCE,10/4/2018,14:58,34.040841,-117.397507,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Bernardino County Fire Department,1046517E,"AT&T CALIFORNIA, C",16 kV,Conductor,Overhead,Yes,10/4/2018,14:58,Equipment/Facility Failure,Crossarm,,,Unknown,
SCE,10/6/2018,11:15,34.241331,-119.0794098,Vegetation,Urban,Less Than .25 Acres,Self Extinguished,,La Patera Dr c/o Avocado Pl. Ventura,,16 kV,Conductor,Overhead,No,,,Unknown,,,,Unknown,
SCE,10/10/2018,14:21,33.889268,-118.299832,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,4443200E,,16 kV,Conductor,Overhead,Yes,10/10/2018,14:21,Contact From Object,,Vehicle,Pole,Unknown,
SCE,10/13/2018,7:09,33.8453934,-118.3400516,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Torrance Fire Department,1294863E,FREEDOM TELECOM,16 kV,Conductor,Overhead,Yes,10/13/2018,7:09,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,10/13/2018,2:06,34.044204,-118.052595,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1013479E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,10/13/2018,2:06,Equipment/Facility Failure,Other,,,Unknown,
SCE,10/13/2018,0:33,33.881127,-118.226975,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Compton Fire Department,4401612E,MCI COMMUNICATIO,12 kV,Conductor,Overhead,Yes,10/13/2018,0:33,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/15/2018,8:42,34.256118,-119.216507,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,1748895E,,12 kV,Conductor,Overhead,Yes,10/15/2018,8:42,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/15/2018,11:27,34.1726,-119.180723,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,1081219E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,10/15/2018,11:27,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/15/2018,11:27,34.1726,-119.180723,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,1081219E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,10/15/2018,11:27,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/15/2018,16:04,33.952892,-117.305645,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Riverside Fire Department,206544S,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,10/15/2018,16:04,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,10/16/2018,22:02,33.798723,-118.348856,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Torrance Fire Department,1459449E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,10/16/2018,22:02,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,10/17/2018,16:58,34.119254,-118.707914,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,OH-4332505E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,10/17/2018,16:58,Contact From Object,,Vehicle,Pole,Unknown,
SCE,10/18/2018,23:42,34.025213,-117.948982,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-1623882E,FRONTIER COMMUNI,4 kV,Conductor,Overhead,Yes,10/18/2018,23:42,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,10/24/2018,18:20,34.112429,-118.116787,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Gabriel Fire Department,4142222E,"AT&T CALIFORNIA, C",16 kV,Conductor,Overhead,Yes,10/24/2018,18:20,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,10/27/2018,1:58,34.004503,-118.488076,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Santa Monica Fire Department,795963E,,16 kV,Conductor,Overhead,Yes,10/27/2018,1:58,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,10/27/2018,20:37,33.899905,-118.300223,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1485264E,"AT&T CALIFORNIA, C",4 kV,Conductor,Overhead,Yes,10/27/2018,20:37,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,11/8/2018,19:45,34.164127,-117.263619,Vegetation,Urban,.26 - 9.99 Acres,Fire Agency,San Bernardino County Fire Department,1511496E,FRONTIER COMMUNI,120/240 V,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,11/8/2018,12:09,34.0397,-116.9361892,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Calfire,11833 Oak Glen Rd.  Yucaipa,,12 kV,Conductor,Overhead,Yes,11/8/2018,12:09,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,11/10/2018,15:17,34.397227,-118.828087,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,1202202e,,16 kV,Conductor,Overhead,Yes,11/10/2018,15:17,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,11/13/2018,7:11,33.492761,-117.2796392,Vegetation,Rural,Less Than .25 Acres,Unknown,,NORTH OF CARANCHO ON VIA CIELO,,12 kV,Conductor,Overhead,Yes,11/13/2018,7:11,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,11/22/2018,3:03,34.092465,-118.346769,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1017476E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,11/22/2018,3:03,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,11/22/2018,5:13,33.777583,-117.796217,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1447524E,AT&T CALIFORNIA,16 kV,Conductor,Overhead,Yes,11/22/2018,5:13,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,12/6/2018,10:30,34.103256,-118.018556,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Arcadia Fire Department,861799E,AT&T CALIFORNIA,12 kV,Conductor,Overhead,Yes,12/6/2018,10:30,Contact From Object,,Vegetation,Electric Facility,Unknown,
SCE,12/19/2018,14:59,33.881119,-118.142461,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,964199E,FRONTIER COMMUNI,12 kV,Conductor,Overhead,Yes,12/19/2018,14:59,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,12/25/2018,19:52,34.4343,-119.678634,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Santa Barbara County Fire Department,1346115E,FRONTIER COMMUNI,16 kV,Conductor,Overhead,Yes,12/25/2018,19:52,Unknown,,,,Unknown,
SCE,12/28/2018,20:17,34.060872,-118.179353,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Los Angeles County Fire Department,1244628E,"AT&T CALIFORNIA, L",16 kV,Conductor,Overhead,Yes,12/28/2018,20:17,Equipment/Facility Failure,Transformer,,,Unknown,
SCE,12/31/2018,16:21,34.278882,-118.802706,Vegetation,Urban,Less Than .25 Acres,Unknown,,4244907E,,16 kV,Conductor,Overhead,Yes,12/31/2018,16:21,Contact From Object,,Animal,Electric Facility,Unknown,
SCE,1/23/2019,18:57,34.27684,-118.784726,Vegetation,Urban,Less Than .25 Acres,Utility,,OH-1831781E,,16kV,Other,Overhead,Yes,1/23/2019,18:57,Contact From Object,,Other,Electric Facility,Other,
SCE,2/8/2019,18:11,34.279322,-118.778743,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-1542332E,AT&T Communications,12kV,Transformer,Overhead,Yes,2/8/2019,18:11,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,3/3/2019,14:25,33.866643,-116.552075,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-4493741E,,12kV,Conductor,Overhead,Yes,3/3/2019,14:25,Equipment/Facility Failure,Conductor,,,Unknown,
SCE,3/16/2019,17:58,33.618244,-117.802474,Vegetation,Rural,.26 - 9.99 Acres,Unknown,,OH-1729510E,,12kV,Conductor,Overhead,Yes,3/16/2019,17:58,Equipment/Facility Failure,Crossarm,,,Unknown,
SCE,3/25/2019,10:31,33.990638,-117.881457,Building,Urban,Less Than .25 Acres,Unknown,,OH-4668167E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,3/25/2019,10:31,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,3/27/2019,14:39,34.082317,-117.91323,Other,Urban,Less Than .25 Acres,Unknown,,OH-1165772E,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Unknown,
SCE,3/30/2019,19:30,34.224357,-119.140331,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,OH-4551685E,,66kV,Conductor,Overhead,Yes,11/1/2019,11:58,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,4/8/2019,15:30,34.079462,-118.151557,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Alhambra Fire Department,OH-4090802E,,16kV,Conductor,Overhead,Yes,4/8/2019,15:00,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,4/9/2019,4:53,34.277018,-119.304724,Vegetation,Urban,Less Than .25 Acres,Utility,,OH-4754671E,AT&T Communications,16kV,Capacitor Bank,Overhead,No,,,Equipment/Facility Failure,Capacitor Bank,,,Weather,
SCE,4/9/2019,13:57,33.855651,-116.557677,Other,Urban,Less Than .25 Acres,Unknown,,OH-4854654E,,12kV,Conductor,Overhead,Yes,4/9/2019,13:57,Wire-Wire Contact,,,,Weather,
SCE,4/14/2019,13:40,34.017367,-117.917138,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1034259E,,12kV,Conductor,Overhead,Yes,4/14/2019,13:40,Contact From Object,,Balloons,Electric Facility,Other,
SCE,4/15/2019,7:28,34.304023,-118.941727,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,UG-5536403,,16kV,Other,Padmount,Yes,4/15/2019,7:28,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,4/19/2019,14:05,34.511319,-117.312559,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Victorville Fire Department,OH-4615681E,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Outside Force,
SCE,4/21/2019,12:08,36.306166,-119.672996,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1643672E,AT&T Communications,12kV,Conductor,Overhead,Yes,4/21/2019,12:08,Equipment/Facility Failure,Conductor,,,Outside Force,
SCE,4/22/2019,1:56,34.202754,-118.85075,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-T1883Y,FRONTIER COMMUNI,16kV,Switch,Overhead,Yes,4/22/2019,1:56,Contact From Object,,Vegetation,Electric Facility,Outside Force,
SCE,4/22/2019,17:03,34.414323,-117.221519,Other,Rural,Less Than .25 Acres,Fire Agency,Apple Valley Fire Department,OH-2155218E,,12kV,Transformer,Overhead,Yes,4/23/2019,17:03,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,4/23/2019,21:06,34.21467,-117.097315,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1027559E,FRONTIER COMMUNI,12kV,,Overhead,No,,,Unknown,,,,Unknown,
SCE,4/25/2019,4:08,33.934171,-118.054406,Building,Urban,Less Than .25 Acres,Unknown,,OH-1800252E,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Contact From Object,,Vehicle,Electric Facility,Human Error,
SCE,4/24/2019,9:06,34.6747633,-118.2548375,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4755152E,,16kV,Switch,Overhead,Yes,4/24/2019,9:06,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,4/24/2019,12:07,34.136048,-116.181545,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1692954E,,25kV,Conductor,Overhead,Yes,4/24/2019,12:07,Wire-Wire Contact,,,,Other,
SCE,5/2/2019,21:16,34.415615,-118.781964,Vegetation,Urban,.26 - 9.99 Acres,Unknown,,OH-4510190E,,16kV,Conductor,Overhead,Yes,5/2/2019,21:16,Contact From Object,,Balloons,Electric Facility,Outside Force,
SCE,5/4/2019,17:14,33.840358,-117.520942,Building,Urban,Less Than .25 Acres,Self Extinguished,,OH-72882S,,16kV,Other,Overhead,Yes,5/4/2019,17:14,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,5/10/2019,7:31,34.732835,-118.184155,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4487590E,,12kV,Switch,Overhead,Yes,5/10/2019,7:31,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,5/14/2019,18:26,33.591187,-114.674884,Other,Rural,Less Than .25 Acres,Fire Agency,Blythe Fire Department,OH-4800765E,,33kV,Transformer,Overhead,Yes,5/14/2019,18:26,Contamination,Transformer,Animal,Electric Facility,Unknown,
SCE,5/21/2019,14:48,33.85597,-116.558629,Vegetation,Urban,Less Than .25 Acres,Utility,,OH-335422S,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,5/21/2019,14:48,Wire-Wire Contact,,,,Unknown,
SCE,5/26/2019,16:05,34.532664,-117.300504,Other,Rural,Less Than .25 Acres,Unknown,,OH-427976S,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,5/26/2019,14:27,Wire-Wire Contact,,,,Weather,
SCE,6/1/2019,11:30,34.519815,-118.214773,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,OH-692807E,AT&T Communications,12kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,Animal,,Human Error,
SCE,6/2/2019,14:13,34.598366,-117.684677,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-693081E,,12kV,Fuse,Overhead,No,,,Contact From Object,Transformer,Other,Electric Facility,Outside Force,
SCE,6/2/2019,18:43,34.070979,-117.486004,Building,Urban,Less Than .25 Acres,Fire Agency,Fontana Fire Department,OH-872186E,AT&T Communications,12kV,Conductor,Overhead,Yes,6/2/2019,18:43,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,6/5/2019,10:34,35.913663,-119.205964,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1441940E,,12kV,Transformer,Overhead,Yes,6/5/2019,10:04,Contact From Object,,Vehicle,Electric Facility,Outside Force,
SCE,6/6/2019,9:00,34.473355,-118.392124,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Valencia Fire Department,OH-4419830E,,16kV,Conductor,Overhead,Yes,6/6/2019,9:10,Equipment/Facility Failure,Conductor,,,Human Error,
SCE,6/6/2019,13:52,36.416786,-118.910242,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1382763E,AT&T Communications,12kV,Conductor,Overhead,No,,,Contact From Object,,Vehicle,Electric Facility,Outside Force,
SCE,6/7/2019,7:54,36.055021,-118.949107,Other,Rural,Less Than .25 Acres,Fire Agency,Porterville Fire Department,OH-4099154E,AT&T Communications,12kV,Conductor,Overhead,Yes,6/7/2019,7:54,Contact From Object,,Vehicle,Electric Facility,Outside Force,
SCE,6/10/2019,15:43,34.468409,-117.443552,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Victorville Fire Department,OH-4185203E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,6/10/2019,15:43,Contact From Object,,Other,Electric Facility,Outside Force,
SCE,6/11/2019,16:31,34.055509,-117.881505,Vegetation,Urban,Less Than .25 Acres,Fire Agency,West Covina Fire Department,OH-1528404E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,6/11/2019,16:20,Other,,,,Human Error,
SCE,6/11/2019,17:03,33.824013,-117.297447,Vegetation,Rural,Less Than .25 Acres,Utility,,UG-5060461,,12kV,Conductor,Padmount,No,,,Contact From Object,,Vegetation,Electric Facility,Human Error,
SCE,6/13/2019,7:05,33.812375,-118.178418,Other,Urban,Less Than .25 Acres,Unknown,,OH-1621549E,,12kV,Conductor,Overhead,Yes,6/13/2019,9:37,Wire-Wire Contact,,,,Outside Force,
SCE,6/17/2019,11:48,36.181289,-119.326759,Other,Rural,Less Than .25 Acres,Fire Agency,Tulare Fire Department,OH-1254244E,AT&T Communications,12kV,Fuse,Overhead,No,,,Contact From Object,,Vehicle,Communication Facility,Outside Force,
SCE,6/18/2019,15:04,34.0464018,-117.6763894,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Ontario Fire Department,OH-2194146E,,12kV,Switch,Overhead,Yes,6/18/2019,15:04,Equipment/Facility Failure,Switch,,,Outside Force,
SCE,6/20/2019,6:18,34.114048,-117.234052,Vegetation,Urban,Less Than .25 Acres,Fire Agency,CAL Fire,OH-622103E,AT&T Communications,12kV,Conductor,Overhead,Yes,6/20/2019,6:18,Equipment/Facility Failure,Insulator,,,Other,
SCE,6/20/2019,14:08,34.229846,-117.404802,Vegetation,Rural,Less Than .25 Acres,Fire Agency,San Bern. Fire Department,OH-201371S,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Contact From Object,,Vegetation,Electric Facility,Human Error,
SCE,6/23/2019,14:38,33.641634,-117.242026,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Local Fire Department,OH-4561512E,,12kV,Conductor,Overhead,Yes,6/23/2019,14:38,Contact From Object,,Balloons,Electric Facility,Outside Force,
SCE,6/25/2019,14:31,34.290306,-118.28846,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-X314E,LADWP,16kV,Conductor,Overhead,Yes,6/25/2019,14:31,Wire-Wire Contact,,,,Weather,
SCE,6/27/2019,9:07,36.032984,-119.09728,Vegetation,Rural,Less Than .25 Acres,Self Extinguished,,OH-4351620E,,12kV,Conductor,Overhead,Yes,6/27/2019,9:07,Contact From Object,,Animal,Electric Facility,Outside Force,
SCE,6/27/2019,12:18,34.892846,-116.97875,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1793713E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,6/27/2019,12:18,Contact From Object,,Balloons,Electric Facility,Outside Force,
SCE,7/4/2019,1:09,36.06334,-119.146906,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-820741E,AT&T Communications,120kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Human Error,
SCE,7/6/2019,12:47,34.592062,-117.438029,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,San Bern. Fire Department,OH-2043087E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,7/6/2019,12:47,Contact From Object,,Vehicle,Electric Facility,Outside Force,
SCE,7/7/2019,6:28,36.099113,-119.429039,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Local Fire Department,OH-4761611E,,12kV,Conductor,Overhead,Yes,7/7/2019,6:28,Equipment/Facility Failure,Splice/Clamp/Connector,,,None,
SCE,7/7/2019,6:39,34.146909,-117.889972,Other,Urban,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-4110272E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,7/7/2019,6:09,Contact From Object,,Animal,Electric Facility,Other,
SCE,7/15/2019,22:43,34.108723,-118.016907,Vegetation,Urban,Less Than .25 Acres,Fire Agency,Local Fire Department,OH-4437103E,,16kV,Conductor,Overhead,Yes,7/15/2019,22:43,Equipment/Facility Failure,Fuse,,,None,
SCE,7/18/2019,15:50,34.108709,-117.70607,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-650528E,FRONTIER COMMUNI,12kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,None,
SCE,7/18/2019,21:10,36.327941,-119.257593,Other,Urban,Less Than .25 Acres,Fire Agency,Visalia Fire Department,OH-4537379E,AT&T Communications,12kV,Fuse,Overhead,No,,,Equipment/Facility Failure,Fuse,,,Other,
SCE,7/24/2019,8:41,34.066558,-117.336178,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-1807397E,,12kV,Conductor,Overhead,Yes,7/24/2019,8:41,Contact From Object,,Balloons,Electric Facility,Outside Force,
SCE,7/24/2019,22:55,33.823056,-117.511679,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Corona Fire Department,OH-4053793E,AT&T Communications,33kV,Conductor,Overhead,Yes,7/24/2019,23:38,Equipment/Facility Failure,Splice/Clamp/Connector,,,None,
SCE,7/31/2019,7:34,33.566206,-117.118281,Vegetation,Urban,Less Than .25 Acres,Self Extinguished,,OH-4402032E,,33kV,Other,Overhead,Yes,7/31/2019,7:34,Contact From Object,,Animal,Electric Facility,Other,
SCE,8/1/2019,8:27,33.879719,-118.172764,Other,Urban,Less Than .25 Acres,Utility,,OH-1274442E,,12kV,Lightning Arrestor,Overhead,Yes,8/1/2019,8:27,Contact From Object,,Animal,Electric Facility,Other,
SCE,8/1/2019,19:15,34.008989,-118.149903,Other,Urban,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-4095391E,,16kV,Other,Subsurfac,Yes,8/1/2019,19:15,Vandalism/Theft,,,,None,
SCE,8/3/2019,20:00,34.682911,-118.143949,Vegetation,Urban,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-917891E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,8/3/2019,20:20,Contact From Object,,Vegetation,Electric Facility,Outside Force,
SCE,8/4/2019,8:04,34.827641,-119.041898,Vegetation,Urban,Less Than .25 Acres,Fire Agency,U.S.A.F. Fire Department,OH-2014835E,AT&T Communications,12kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Conductor,,,Other,
SCE,8/5/2019,17:49,34.15407,-117.261137,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-1008856E,FRONTIER COMMUNI,12kV,Transformer,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Other,
SCE,8/6/2019,15:03,34.391813,-118.659631,Vegetation,Rural,.26 - 9.99 Acres,Fire Agency,Ventura County Fire Department,M6-T1,,66kV,Other,Overhead,Yes,8/6/2019,12:51,Contact From Object,,Animal,Electric Facility,Other,
SCE,8/7/2019,11:01,34.052677,-117.502153,Vegetation,Urban,Less Than .25 Acres,Unknown,,OH-4027733E,,12kV,Other,Overhead,Yes,8/7/2019,11:01,Equipment/Facility Failure,Other,,,Outside Force,
SCE,8/10/2019,13:00,34.308859,-118.941348,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Ventura County Fire Department,OH-4734128E,AT&T Communications,16kV,Conductor,Overhead,No,,,Equipment/Facility Failure,Splice/Clamp/Connector,,,Unknown,
SCE,8/14/2019,9:08,33.951128,-118.118077,Vegetation,Urban,Less Than .25 Acres,Customer,,OH-4088074E,FRONTIER COMMUNI,12kV,Lightning Arrestor,Overhead,No,,,Contact From Object,,Animal,Electric Facility,Other,
SCE,8/16/2019,3:37,34.1067917,-117.7222983,Other,Urban,Less Than .25 Acres,Fire Agency,Local Fire Department,OH-1632606E,,12kV,Other,Subsurfac,Yes,8/16/2019,3:37,Equipment/Facility Failure,Conductor,,,Other,
SCE,8/16/2019,8:35,34.205276,-117.334919,Vegetation,Urban,Less Than .25 Acres,Fire Agency,San Bern. Fire Department,OH-4138882E,,115kV,Other,Overhead,Yes,8/16/2019,8:35,Contact From Object,,Animal,Electric Facility,Other,
SCE,8/21/2019,6:28,34.157117,-117.33888,Vegetation,Rural,Less Than .25 Acres,Unknown,,OH-4699294E,,33kV,Conductor,Overhead,Yes,8/21/2019,6:30,Contact From Object,,Animal,Electric Facility,Other,
SCE,8/25/2019,8:03,34.301005,-118.830762,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Local Fire Department,OH-4754475E,,16kV,Lightning Arrestor,Overhead,Yes,8/25/2019,8:03,Contact From Object,,Animal,Electric Facility,Other,
SCE,8/25/2019,10:54,33.776447,-117.485213,Vegetation,Urban,Less Than .25 Acres,Fire Agency,CAL Fire,OH-1757390E,,33kV,Conductor,Overhead,Yes,8/25/2019,10:54,Vandalism/Theft,,,,Other,
SCE,8/26/2019,1:28,34.89738,-118.245938,Other,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-1897202E,,12kV,Conductor,Overhead,Yes,8/26/2019,1:28,Equipment/Facility Failure,Conductor,,,Other,
SCE,8/28/2019,6:06,36.305174,-119.294601,Other,Urban,Less Than .25 Acres,Unknown,,OH-4531370E,AT&T Communications,12kV,Conductor,Overhead,Yes,8/28/2019,6:06,Contact From Object,,Vegetation,Electric Facility,Outside Force,
SCE,8/30/2019,9:30,36.1141068,-119.0536832,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Tulare Fire Department,OH-4683777E,AT&T Communications,12kV,Other,Overhead,Yes,8/31/2019,9:30,Contact From Object,,Vehicle,Pole,Outside Force,
SCE,8/30/2019,13:37,33.778769,-117.244776,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside County Fire Department,OH-4405245E,AT&T Communications,12kV,Switch,Overhead,Yes,8/30/2019,13:37,Equipment/Facility Failure,Switch,,,Other,
SCE,8/30/2019,13:37,33.773955,-117.249192,Vegetation,Rural,Less Than .25 Acres,Fire Agency,Riverside County Fire Department,OH-1824460E,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,8/30/2019,13:37,Contact From Object,,Balloons,Electric Facility,Other,
SCE,8/30/2019,14:59,34.525966,-117.306002,Other,Rural,Less Than .25 Acres,Unknown,,OH-1738634E,FRONTIER COMMUNI,4kV,Conductor,Overhead,Yes,8/30/2019,14:59,Contact From Object,,Other,Electric Facility,Outside Force,
SCE,9/2/2019,8:49,36.051182,-119.169271,Other,Rural,Less Than .25 Acres,Fire Agency,Tulare Fire Department,OH-4701102E,Charter Communicatio,12kV,Conductor,Overhead,Yes,9/2/2019,9:05,Equipment/Facility Failure,Splice/Clamp/Connector,,,Other,
SCE,9/2/2019,14:02,34.702642,-118.342025,Other,Rural,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-4782978E,None,12kV,Conductor,Overhead,Yes,9/2/2019,14:02,Contact From Object,,Balloons,Electric Facility,Other,
SCE,9/2/2019,15:53,35.129127,-118.434525,Other,Rural,Less Than .25 Acres,Fire Agency,Kern County Fire Department,OH-1702483E,None,12kV,Conductor,Overhead,Yes,9/2/2019,15:53,Contamination,,,,Other,
SCE,9/4/2019,9:25,34.075859,-117.765615,Other,Urban,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-G19316Y,FRONTIER COMMUNI,12kV,Conductor,Overhead,Yes,9/4/2019,9:25,Contact From Object,,Vegetation,Electric Facility,Outside Force,
SCE,9/4/2019,11:41,34.504137,-117.338288,Other,Rural,Less Than .25 Acres,Fire Agency,Victorville Fire Department,OH-63234S,FRONTIER COMMUNI,12kV,Transformer,Overhead,No,,,Contact From Object,,Balloons,Electric Facility,Other,
SCE,9/11/2019,8:08,34.099087,-118.679281,Vegetation,Rural,Less Than .25 Acres,Fire Agency,LA County Fire Department,OH-4424792E  □,Verizon / AT&T / Crow,16kV,Conductor,Overhead,Yes,9/11/2019,8:08,Equipment/Facility Failure,Conductor,,Electric Facility,Human Error,
